Date,Sessions,PageViews,UniqueVisitors,BounceRate,AvgSessionDuration,Device,Source
2024-04-01,7,21,6,0.63,197,Tablet,Email
2024-04-02,140,460,123,0.542,204,Desktop,Organic
2024-04-02,100,329,88,0.542,204,Desktop,Paid
2024-04-02,80,263,70,0.542,204,Desktop,Direct
2024-04-02,60,197,52,0.542,204,Desktop,Social
2024-04-02,20,65,17,0.542,204,Desktop,Email
2024-04-02,215,734,151,0.599,93,Mobile,Organic
2024-04-02,154,524,108,0.599,93,Mobile,Paid
2024-04-02,123,419,86,0.599,93,Mobile,Direct
2024-04-02,92,314,64,0.599,93,Mobile,Social
2024-04-02,30,104,21,0.599,93,Mobile,Email
2024-04-02,39,154,29,0.49,198,Tablet,Organic
2024-04-02,28,110,21,0.49,198,Tablet,Paid
2024-04-02,22,88,16,0.49,198,Tablet,Direct
2024-04-02,17,66,12,0.49,198,Tablet,Social
2024-04-02,5,22,4,0.49,198,Tablet,Email
2024-04-03,230,620,162,0.48,213,Desktop,Organic
2024-04-03,164,443,115,0.48,213,Desktop,Paid
2024-04-03,131,354,92,0.48,213,Desktop,Direct
2024-04-03,98,265,69,0.48,213,Desktop,Social
2024-04-03,32,88,23,0.48,213,Desktop,Email
2024-04-03,358,1007,280,0.658,168,Mobile,Organic
2024-04-03,255,719,200,0.658,168,Mobile,Paid
2024-04-03,204,575,160,0.658,168,Mobile,Direct
2024-04-03,153,431,120,0.658,168,Mobile,Social
2024-04-03,51,143,40,0.658,168,Mobile,Email
2024-04-03,65,192,52,0.589,229,Tablet,Organic
2024-04-03,46,137,37,0.589,229,Tablet,Paid
2024-04-03,37,110,30,0.589,229,Tablet,Direct
2024-04-03,28,82,22,0.589,229,Tablet,Social
2024-04-03,9,27,7,0.589,229,Tablet,Email
2024-04-04,174,473,131,0.577,287,Desktop,Organic
2024-04-04,124,338,94,0.577,287,Desktop,Paid
2024-04-04,99,270,75,0.577,287,Desktop,Direct
2024-04-04,74,203,56,0.577,287,Desktop,Social
2024-04-04,24,67,18,0.577,287,Desktop,Email
2024-04-04,295,1059,212,0.647,113,Mobile,Organic
2024-04-04,211,757,151,0.647,113,Mobile,Paid
2024-04-04,168,605,121,0.647,113,Mobile,Direct
2024-04-04,126,454,90,0.647,113,Mobile,Social
2024-04-04,42,151,30,0.647,113,Mobile,Email
2024-04-04,48,152,41,0.454,165,Tablet,Organic
2024-04-04,34,108,29,0.454,165,Tablet,Paid
2024-04-04,27,87,23,0.454,165,Tablet,Direct
2024-04-04,20,65,17,0.454,165,Tablet,Social
2024-04-04,6,21,5,0.454,165,Tablet,Email
2024-04-05,251,748,195,0.412,227,Desktop,Organic
2024-04-05,180,534,139,0.412,227,Desktop,Paid
2024-04-05,144,427,111,0.412,227,Desktop,Direct
2024-04-05,108,320,83,0.412,227,Desktop,Social
2024-04-05,36,106,27,0.412,227,Desktop,Email
2024-04-05,403,1341,362,0.585,102,Mobile,Organic
2024-04-05,288,958,259,0.585,102,Mobile,Paid
2024-04-05,230,766,207,0.585,102,Mobile,Direct
2024-04-05,173,574,155,0.585,102,Mobile,Social
2024-04-05,57,191,51,0.585,102,Mobile,Email
2024-04-05,72,251,59,0.476,231,Tablet,Organic
2024-04-05,51,179,42,0.476,231,Tablet,Paid
2024-04-05,41,143,34,0.476,231,Tablet,Direct
2024-04-05,30,107,25,0.476,231,Tablet,Social
2024-04-05,10,35,8,0.476,231,Tablet,Email
2024-04-06,243,1092,177,0.592,231,Desktop,Organic
2024-04-06,174,780,126,0.592,231,Desktop,Paid
2024-04-06,139,624,101,0.592,231,Desktop,Direct
2024-04-06,104,468,76,0.592,231,Desktop,Social
2024-04-06,34,156,25,0.592,231,Desktop,Email
2024-04-06,372,1634,318,0.617,175,Mobile,Organic
2024-04-06,266,1167,227,0.617,175,Mobile,Paid
2024-04-06,213,934,182,0.617,175,Mobile,Direct
2024-04-06,159,700,136,0.617,175,Mobile,Social
2024-04-06,53,233,45,0.617,175,Mobile,Email
2024-04-06,60,159,45,0.465,223,Tablet,Organic
2024-04-06,43,114,32,0.465,223,Tablet,Paid
2024-04-06,34,91,26,0.465,223,Tablet,Direct
2024-04-06,26,68,19,0.465,223,Tablet,Social
2024-04-06,8,22,6,0.465,223,Tablet,Email
2024-04-07,299,1139,233,0.542,286,Desktop,Organic
2024-04-07,214,813,166,0.542,286,Desktop,Paid
2024-04-07,171,651,133,0.542,286,Desktop,Direct
2024-04-07,128,488,99,0.542,286,Desktop,Social
2024-04-07,42,162,33,0.542,286,Desktop,Email
2024-04-07,430,1560,353,0.679,106,Mobile,Organic
2024-04-07,307,1114,252,0.679,106,Mobile,Paid
2024-04-07,245,891,202,0.679,106,Mobile,Direct
2024-04-07,184,668,151,0.679,106,Mobile,Social
2024-04-07,61,222,50,0.679,106,Mobile,Email
2024-04-07,93,332,73,0.525,237,Tablet,Organic
2024-04-07,66,237,52,0.525,237,Tablet,Paid
2024-04-07,53,190,41,0.525,237,Tablet,Direct
2024-04-07,40,142,31,0.525,237,Tablet,Social
2024-04-07,13,47,10,0.525,237,Tablet,Email
2024-04-08,180,652,155,0.587,193,Desktop,Organic
2024-04-08,129,466,111,0.587,193,Desktop,Paid
2024-04-08,103,372,88,0.587,193,Desktop,Direct
2024-04-08,77,279,66,0.587,193,Desktop,Social
2024-04-08,25,93,22,0.587,193,Desktop,Email
2024-04-08,244,1079,194,0.589,137,Mobile,Organic
2024-04-08,175,771,138,0.589,137,Mobile,Paid
2024-04-08,140,617,111,0.589,137,Mobile,Direct
2024-04-08,105,462,83,0.589,137,Mobile,Social
2024-04-08,35,154,27,0.589,137,Mobile,Email
2024-04-08,53,142,40,0.49,122,Tablet,Organic
2024-04-08,38,101,28,0.49,122,Tablet,Paid
2024-04-08,30,81,23,0.49,122,Tablet,Direct
2024-04-08,22,61,17,0.49,122,Tablet,Social
2024-04-08,7,20,5,0.49,122,Tablet,Email
2024-04-09,220,563,156,0.569,268,Desktop,Organic
2024-04-09,157,402,112,0.569,268,Desktop,Paid
2024-04-09,126,322,89,0.569,268,Desktop,Direct
2024-04-09,94,241,67,0.569,268,Desktop,Social
2024-04-09,31,80,22,0.569,268,Desktop,Email
2024-04-09,311,1026,220,0.551,105,Mobile,Organic
2024-04-09,222,733,157,0.551,105,Mobile,Paid
2024-04-09,178,586,126,0.551,105,Mobile,Direct
2024-04-09,133,439,94,0.551,105,Mobile,Social
2024-04-09,44,146,31,0.551,105,Mobile,Email
2024-04-09,59,182,44,0.615,227,Tablet,Organic
2024-04-09,42,130,32,0.615,227,Tablet,Paid
2024-04-09,34,104,25,0.615,227,Tablet,Direct
2024-04-09,25,78,19,0.615,227,Tablet,Social
2024-04-09,8,26,6,0.615,227,Tablet,Email
2024-04-10,184,656,135,0.446,235,Desktop,Organic
2024-04-10,131,468,96,0.446,235,Desktop,Paid
2024-04-10,105,375,77,0.446,235,Desktop,Direct
2024-04-10,79,281,58,0.446,235,Desktop,Social
2024-04-10,26,93,19,0.446,235,Desktop,Email
2024-04-10,290,1241,257,0.581,160,Mobile,Organic
2024-04-10,207,886,184,0.581,160,Mobile,Paid
2024-04-10,165,709,147,0.581,160,Mobile,Direct
2024-04-10,124,532,110,0.581,160,Mobile,Social
2024-04-10,41,177,36,0.581,160,Mobile,Email
2024-04-10,49,135,38,0.586,235,Tablet,Organic
2024-04-10,35,96,27,0.586,235,Tablet,Paid
2024-04-10,28,77,22,0.586,235,Tablet,Direct
2024-04-10,21,58,16,0.586,235,Tablet,Social
2024-04-10,7,19,5,0.586,235,Tablet,Email
2024-04-11,139,536,116,0.51,294,Desktop,Organic
2024-04-11,99,383,83,0.51,294,Desktop,Paid
2024-04-11,79,306,66,0.51,294,Desktop,Direct
2024-04-11,59,229,49,0.51,294,Desktop,Social
2024-04-11,19,76,16,0.51,294,Desktop,Email
2024-04-11,246,858,216,0.608,147,Mobile,Organic
2024-04-11,176,613,154,0.608,147,Mobile,Paid
2024-04-11,141,490,123,0.608,147,Mobile,Direct
2024-04-11,105,367,92,0.608,147,Mobile,Social
2024-04-11,35,122,30,0.608,147,Mobile,Email
2024-04-11,41,137,31,0.57,174,Tablet,Organic
2024-04-11,29,98,22,0.57,174,Tablet,Paid
2024-04-11,23,78,18,0.57,174,Tablet,Direct
2024-04-11,17,58,13,0.57,174,Tablet,Social
2024-04-11,5,19,4,0.57,174,Tablet,Email
2024-04-12,212,882,155,0.596,270,Desktop,Organic
2024-04-12,151,630,111,0.596,270,Desktop,Paid
2024-04-12,121,504,89,0.596,270,Desktop,Direct
2024-04-12,90,378,66,0.596,270,Desktop,Social
2024-04-12,30,126,22,0.596,270,Desktop,Email
2024-04-12,306,1018,251,0.655,133,Mobile,Organic
2024-04-12,219,727,179,0.655,133,Mobile,Paid
2024-04-12,175,582,143,0.655,133,Mobile,Direct
2024-04-12,131,436,107,0.655,133,Mobile,Social
2024-04-12,43,145,35,0.655,133,Mobile,Email
2024-04-12,57,254,47,0.58,153,Tablet,Organic
2024-04-12,40,181,33,0.58,153,Tablet,Paid
2024-04-12,32,145,27,0.58,153,Tablet,Direct
2024-04-12,24,108,20,0.58,153,Tablet,Social
2024-04-12,8,36,6,0.58,153,Tablet,Email
2024-04-13,275,888,193,0.548,269,Desktop,Organic
2024-04-13,197,634,138,0.548,269,Desktop,Paid
2024-04-13,157,507,110,0.548,269,Desktop,Direct
2024-04-13,118,380,82,0.548,269,Desktop,Social
2024-04-13,39,126,27,0.548,269,Desktop,Email
2024-04-13,470,1756,334,0.588,129,Mobile,Organic
2024-04-13,336,1254,238,0.588,129,Mobile,Paid
2024-04-13,268,1003,191,0.588,129,Mobile,Direct
2024-04-13,201,752,143,0.588,129,Mobile,Social
2024-04-13,67,250,47,0.588,129,Mobile,Email
2024-04-13,72,272,51,0.495,163,Tablet,Organic
2024-04-13,51,194,37,0.495,163,Tablet,Paid
2024-04-13,41,155,29,0.495,163,Tablet,Direct
2024-04-13,31,116,22,0.495,163,Tablet,Social
2024-04-13,10,38,7,0.495,163,Tablet,Email
2024-04-14,231,676,166,0.551,260,Desktop,Organic
2024-04-14,165,483,119,0.551,260,Desktop,Paid
2024-04-14,132,386,95,0.551,260,Desktop,Direct
2024-04-14,99,289,71,0.551,260,Desktop,Social
2024-04-14,33,96,23,0.551,260,Desktop,Email
2024-04-14,387,1172,279,0.567,126,Mobile,Organic
2024-04-14,276,837,199,0.567,126,Mobile,Paid
2024-04-14,221,670,159,0.567,126,Mobile,Direct
2024-04-14,165,502,119,0.567,126,Mobile,Social
2024-04-14,55,167,39,0.567,126,Mobile,Email
2024-04-14,63,236,46,0.634,145,Tablet,Organic
2024-04-14,45,169,33,0.634,145,Tablet,Paid
2024-04-14,36,135,26,0.634,145,Tablet,Direct
2024-04-14,27,101,19,0.634,145,Tablet,Social
2024-04-14,9,33,6,0.634,145,Tablet,Email
2024-04-15,187,837,161,0.477,262,Desktop,Organic
2024-04-15,133,598,115,0.477,262,Desktop,Paid
2024-04-15,107,478,92,0.477,262,Desktop,Direct
2024-04-15,80,358,69,0.477,262,Desktop,Social
2024-04-15,26,119,23,0.477,262,Desktop,Email
2024-04-15,280,1257,237,0.576,124,Mobile,Organic
2024-04-15,200,898,170,0.576,124,Mobile,Paid
2024-04-15,160,718,136,0.576,124,Mobile,Direct
2024-04-15,120,538,102,0.576,124,Mobile,Social
2024-04-15,40,179,34,0.576,124,Mobile,Email
2024-04-15,57,170,41,0.469,126,Tablet,Organic
2024-04-15,41,121,29,0.469,126,Tablet,Paid
2024-04-15,33,97,23,0.469,126,Tablet,Direct
2024-04-15,24,73,17,0.469,126,Tablet,Social
2024-04-15,8,24,5,0.469,126,Tablet,Email
2024-04-16,151,399,108,0.49,252,Desktop,Organic
2024-04-16,108,285,77,0.49,252,Desktop,Paid
2024-04-16,86,228,62,0.49,252,Desktop,Direct
2024-04-16,65,171,46,0.49,252,Desktop,Social
2024-04-16,21,57,15,0.49,252,Desktop,Email
2024-04-16,263,825,232,0.6,120,Mobile,Organic
2024-04-16,188,589,166,0.6,120,Mobile,Paid
2024-04-16,150,471,133,0.6,120,Mobile,Direct
2024-04-16,112,353,99,0.6,120,Mobile,Social
2024-04-16,37,117,33,0.6,120,Mobile,Email
2024-04-16,43,166,35,0.456,128,Tablet,Organic
2024-04-16,31,118,25,0.456,128,Tablet,Paid
2024-04-16,24,95,20,0.456,128,Tablet,Direct
2024-04-16,18,71,15,0.456,128,Tablet,Social
2024-04-16,6,23,5,0.456,128,Tablet,Email
2024-04-17,183,736,140,0.554,275,Desktop,Organic
2024-04-17,131,525,100,0.554,275,Desktop,Paid
2024-04-17,104,420,80,0.554,275,Desktop,Direct
2024-04-17,78,315,60,0.554,275,Desktop,Social
2024-04-17,26,105,20,0.554,275,Desktop,Email
2024-04-17,255,820,219,0.75,122,Mobile,Organic
2024-04-17,182,586,156,0.75,122,Mobile,Paid
2024-04-17,145,468,125,0.75,122,Mobile,Direct
2024-04-17,109,351,94,0.75,122,Mobile,Social
2024-04-17,36,117,31,0.75,122,Mobile,Email
2024-04-17,47,163,37,0.522,151,Tablet,Organic
2024-04-17,34,117,26,0.522,151,Tablet,Paid
2024-04-17,27,93,21,0.522,151,Tablet,Direct
2024-04-17,20,70,15,0.522,151,Tablet,Social
2024-04-17,6,23,5,0.522,151,Tablet,Email
2024-04-18,182,522,161,0.505,270,Desktop,Organic
2024-04-18,130,373,115,0.505,270,Desktop,Paid
2024-04-18,104,298,92,0.505,270,Desktop,Direct
2024-04-18,78,223,69,0.505,270,Desktop,Social
2024-04-18,26,74,23,0.505,270,Desktop,Email
2024-04-18,305,824,238,0.615,128,Mobile,Organic
2024-04-18,218,588,170,0.615,128,Mobile,Paid
2024-04-18,174,471,136,0.615,128,Mobile,Direct
2024-04-18,131,353,102,0.615,128,Mobile,Social
2024-04-18,43,117,34,0.615,128,Mobile,Email
2024-04-18,52,190,46,0.523,173,Tablet,Organic
2024-04-18,37,136,33,0.523,173,Tablet,Paid
2024-04-18,29,109,26,0.523,173,Tablet,Direct
2024-04-18,22,81,19,0.523,173,Tablet,Social
2024-04-18,7,27,6,0.523,173,Tablet,Email
2024-04-19,191,496,152,0.5,202,Desktop,Organic
2024-04-19,137,354,108,0.5,202,Desktop,Paid
2024-04-19,109,283,87,0.5,202,Desktop,Direct
2024-04-19,82,212,65,0.5,202,Desktop,Social
2024-04-19,27,70,21,0.5,202,Desktop,Email
2024-04-19,290,1014,242,0.736,166,Mobile,Organic
2024-04-19,207,724,173,0.736,166,Mobile,Paid
2024-04-19,166,579,138,0.736,166,Mobile,Direct
2024-04-19,124,434,104,0.736,166,Mobile,Social
2024-04-19,41,144,34,0.736,166,Mobile,Email
2024-04-19,56,231,48,0.483,238,Tablet,Organic
2024-04-19,40,165,34,0.483,238,Tablet,Paid
2024-04-19,32,132,27,0.483,238,Tablet,Direct
2024-04-19,24,99,20,0.483,238,Tablet,Social
2024-04-19,8,33,6,0.483,238,Tablet,Email
2024-04-20,244,916,215,0.585,251,Desktop,Organic
2024-04-20,174,655,154,0.585,251,Desktop,Paid
2024-04-20,139,524,123,0.585,251,Desktop,Direct
2024-04-20,104,393,92,0.585,251,Desktop,Social
2024-04-20,34,131,30,0.585,251,Desktop,Email
2024-04-20,370,1222,312,0.722,98,Mobile,Organic
2024-04-20,264,873,223,0.722,98,Mobile,Paid
2024-04-20,211,698,178,0.722,98,Mobile,Direct
2024-04-20,158,523,134,0.722,98,Mobile,Social
2024-04-20,52,174,44,0.722,98,Mobile,Email
2024-04-20,70,220,62,0.469,150,Tablet,Organic
2024-04-20,50,157,44,0.469,150,Tablet,Paid
2024-04-20,40,126,35,0.469,150,Tablet,Direct
2024-04-20,30,94,26,0.469,150,Tablet,Social
2024-04-20,10,31,8,0.469,150,Tablet,Email
2024-04-21,211,867,160,0.473,216,Desktop,Organic
2024-04-21,150,619,114,0.473,216,Desktop,Paid
2024-04-21,120,495,91,0.473,216,Desktop,Direct
2024-04-21,90,371,68,0.473,216,Desktop,Social
2024-04-21,30,123,22,0.473,216,Desktop,Email
2024-04-21,340,997,300,0.737,129,Mobile,Organic
2024-04-21,243,712,214,0.737,129,Mobile,Paid
2024-04-21,194,570,171,0.737,129,Mobile,Direct
2024-04-21,145,427,128,0.737,129,Mobile,Social
2024-04-21,48,142,42,0.737,129,Mobile,Email
2024-04-21,68,234,59,0.593,131,Tablet,Organic
2024-04-21,48,167,42,0.593,131,Tablet,Paid
2024-04-21,39,134,33,0.593,131,Tablet,Direct
2024-04-21,29,100,25,0.593,131,Tablet,Social
2024-04-21,9,33,8,0.593,131,Tablet,Email
2024-04-22,167,619,127,0.589,258,Desktop,Organic
2024-04-22,119,442,91,0.589,258,Desktop,Paid
2024-04-22,95,353,73,0.589,258,Desktop,Direct
2024-04-22,71,265,54,0.589,258,Desktop,Social
2024-04-22,23,88,18,0.589,258,Desktop,Email
2024-04-22,270,933,233,0.588,90,Mobile,Organic
2024-04-22,193,666,166,0.588,90,Mobile,Paid
2024-04-22,154,533,133,0.588,90,Mobile,Direct
2024-04-22,115,400,100,0.588,90,Mobile,Social
2024-04-22,38,133,33,0.588,90,Mobile,Email
2024-04-22,44,199,31,0.549,225,Tablet,Organic
2024-04-22,32,142,22,0.549,225,Tablet,Paid
2024-04-22,25,114,18,0.549,225,Tablet,Direct
2024-04-22,19,85,13,0.549,225,Tablet,Social
2024-04-22,6,28,4,0.549,225,Tablet,Email
2024-04-23,123,467,86,0.421,195,Desktop,Organic
2024-04-23,88,334,62,0.421,195,Desktop,Paid
2024-04-23,70,267,49,0.421,195,Desktop,Direct
2024-04-23,52,200,37,0.421,195,Desktop,Social
2024-04-23,17,66,12,0.421,195,Desktop,Email
2024-04-23,198,583,142,0.74,146,Mobile,Organic
2024-04-23,141,417,101,0.74,146,Mobile,Paid
2024-04-23,113,333,81,0.74,146,Mobile,Direct
2024-04-23,85,250,61,0.74,146,Mobile,Social
2024-04-23,28,83,20,0.74,146,Mobile,Email
2024-04-23,39,133,27,0.499,158,Tablet,Organic
2024-04-23,28,95,19,0.499,158,Tablet,Paid
2024-04-23,22,76,15,0.499,158,Tablet,Direct
2024-04-23,16,57,11,0.499,158,Tablet,Social
2024-04-23,5,19,3,0.499,158,Tablet,Email
2024-04-24,190,575,134,0.514,259,Desktop,Organic
2024-04-24,136,411,96,0.514,259,Desktop,Paid
2024-04-24,109,329,76,0.514,259,Desktop,Direct
2024-04-24,81,246,57,0.514,259,Desktop,Social
2024-04-24,27,82,19,0.514,259,Desktop,Email
2024-04-24,300,1310,264,0.608,101,Mobile,Organic
2024-04-24,214,936,189,0.608,101,Mobile,Paid
2024-04-24,171,749,151,0.608,101,Mobile,Direct
2024-04-24,128,561,113,0.608,101,Mobile,Social
2024-04-24,42,187,37,0.608,101,Mobile,Email
2024-04-24,50,130,43,0.538,218,Tablet,Organic
2024-04-24,35,93,31,0.538,218,Tablet,Paid
2024-04-24,28,74,25,0.538,218,Tablet,Direct
2024-04-24,21,55,18,0.538,218,Tablet,Social
2024-04-24,7,18,6,0.538,218,Tablet,Email
2024-04-25,143,609,106,0.552,200,Desktop,Organic
2024-04-25,102,435,76,0.552,200,Desktop,Paid
2024-04-25,82,348,60,0.552,200,Desktop,Direct
2024-04-25,61,261,45,0.552,200,Desktop,Social
2024-04-25,20,87,15,0.552,200,Desktop,Email
2024-04-25,267,1045,231,0.717,112,Mobile,Organic
2024-04-25,190,746,165,0.717,112,Mobile,Paid
2024-04-25,152,597,132,0.717,112,Mobile,Direct
2024-04-25,114,447,99,0.717,112,Mobile,Social
2024-04-25,38,149,33,0.717,112,Mobile,Email
2024-04-25,48,152,36,0.529,172,Tablet,Organic
2024-04-25,34,108,26,0.529,172,Tablet,Paid
2024-04-25,27,87,21,0.529,172,Tablet,Direct
2024-04-25,20,65,15,0.529,172,Tablet,Social
2024-04-25,6,21,5,0.529,172,Tablet,Email
2024-04-26,225,666,195,0.529,287,Desktop,Organic
2024-04-26,161,476,139,0.529,287,Desktop,Paid
2024-04-26,128,380,111,0.529,287,Desktop,Direct
2024-04-26,96,285,83,0.529,287,Desktop,Social
2024-04-26,32,95,27,0.529,287,Desktop,Email
2024-04-26,410,1129,293,0.566,172,Mobile,Organic
2024-04-26,293,807,209,0.566,172,Mobile,Paid
2024-04-26,234,645,167,0.566,172,Mobile,Direct
2024-04-26,175,484,125,0.566,172,Mobile,Social
2024-04-26,58,161,41,0.566,172,Mobile,Email
2024-04-26,65,171,52,0.64,191,Tablet,Organic
2024-04-26,47,122,37,0.64,191,Tablet,Paid
2024-04-26,37,98,30,0.64,191,Tablet,Direct
2024-04-26,28,73,22,0.64,191,Tablet,Social
2024-04-26,9,24,7,0.64,191,Tablet,Email
2024-04-27,231,648,175,0.538,226,Desktop,Organic
2024-04-27,165,463,125,0.538,226,Desktop,Paid
2024-04-27,132,370,100,0.538,226,Desktop,Direct
2024-04-27,99,277,75,0.538,226,Desktop,Social
2024-04-27,33,92,25,0.538,226,Desktop,Email
2024-04-27,350,1466,279,0.635,119,Mobile,Organic
2024-04-27,250,1047,199,0.635,119,Mobile,Paid
2024-04-27,200,838,159,0.635,119,Mobile,Direct
2024-04-27,150,628,119,0.635,119,Mobile,Social
2024-04-27,50,209,39,0.635,119,Mobile,Email
2024-04-27,71,212,63,0.6,152,Tablet,Organic
2024-04-27,51,152,45,0.6,152,Tablet,Paid
2024-04-27,41,121,36,0.6,152,Tablet,Direct
2024-04-27,30,91,27,0.6,152,Tablet,Social
2024-04-27,10,30,9,0.6,152,Tablet,Email
2024-04-28,195,615,169,0.421,262,Desktop,Organic
2024-04-28,139,439,120,0.421,262,Desktop,Paid
2024-04-28,111,351,96,0.421,262,Desktop,Direct
2024-04-28,83,263,72,0.421,262,Desktop,Social
2024-04-28,27,87,24,0.421,262,Desktop,Email
2024-04-28,319,1425,282,0.571,110,Mobile,Organic
2024-04-28,228,1018,202,0.571,110,Mobile,Paid
2024-04-28,182,814,161,0.571,110,Mobile,Direct
2024-04-28,136,610,121,0.571,110,Mobile,Social
2024-04-28,45,203,40,0.571,110,Mobile,Email
2024-04-28,63,240,53,0.608,195,Tablet,Organic
2024-04-28,45,172,38,0.608,195,Tablet,Paid
2024-04-28,36,137,30,0.608,195,Tablet,Direct
2024-04-28,27,103,23,0.608,195,Tablet,Social
2024-04-28,9,34,7,0.608,195,Tablet,Email
2024-04-29,165,613,138,0.528,244,Desktop,Organic
2024-04-29,118,438,99,0.528,244,Desktop,Paid
2024-04-29,94,350,79,0.528,244,Desktop,Direct
2024-04-29,71,262,59,0.528,244,Desktop,Social
2024-04-29,23,87,19,0.528,244,Desktop,Email
2024-04-29,264,1024,202,0.7,94,Mobile,Organic
2024-04-29,189,732,144,0.7,94,Mobile,Paid
2024-04-29,151,585,115,0.7,94,Mobile,Direct
2024-04-29,113,439,86,0.7,94,Mobile,Social
2024-04-29,37,146,28,0.7,94,Mobile,Email
2024-04-29,47,193,35,0.453,132,Tablet,Organic
2024-04-29,34,138,25,0.453,132,Tablet,Paid
2024-04-29,27,110,20,0.453,132,Tablet,Direct
2024-04-29,20,82,15,0.453,132,Tablet,Social
2024-04-29,6,27,5,0.453,132,Tablet,Email
2024-04-30,224,845,178,0.568,208,Desktop,Organic
2024-04-30,160,604,127,0.568,208,Desktop,Paid
2024-04-30,128,483,102,0.568,208,Desktop,Direct
2024-04-30,96,362,76,0.568,208,Desktop,Social
2024-04-30,32,120,25,0.568,208,Desktop,Email
2024-04-30,306,904,275,0.716,167,Mobile,Organic
2024-04-30,219,645,196,0.716,167,Mobile,Paid
2024-04-30,175,516,157,0.716,167,Mobile,Direct
2024-04-30,131,387,117,0.716,167,Mobile,Social
2024-04-30,43,129,39,0.716,167,Mobile,Email
2024-04-30,58,195,47,0.457,199,Tablet,Organic
2024-04-30,41,139,34,0.457,199,Tablet,Paid
2024-04-30,33,111,27,0.457,199,Tablet,Direct
2024-04-30,24,83,20,0.457,199,Tablet,Social
2024-04-30,8,27,6,0.457,199,Tablet,Email
2024-05-01,204,659,152,0.533,281,Desktop,Organic
2024-05-01,146,470,109,0.533,281,Desktop,Paid
2024-05-01,116,376,87,0.533,281,Desktop,Direct
2024-05-01,87,282,65,0.533,281,Desktop,Social
2024-05-01,29,94,21,0.533,281,Desktop,Email
2024-05-01,300,1268,212,0.747,161,Mobile,Organic
2024-05-01,214,906,152,0.747,161,Mobile,Paid
2024-05-01,171,725,121,0.747,161,Mobile,Direct
2024-05-01,128,543,91,0.747,161,Mobile,Social
2024-05-01,42,181,30,0.747,161,Mobile,Email
2024-05-01,51,130,45,0.473,159,Tablet,Organic
2024-05-01,36,93,32,0.473,159,Tablet,Paid
2024-05-01,29,74,25,0.473,159,Tablet,Direct
2024-05-01,22,55,19,0.473,159,Tablet,Social
2024-05-01,7,18,6,0.473,159,Tablet,Email
2024-05-02,198,750,167,0.472,247,Desktop,Organic
2024-05-02,141,536,119,0.472,247,Desktop,Paid
2024-05-02,113,428,95,0.472,247,Desktop,Direct
2024-05-02,84,321,71,0.472,247,Desktop,Social
2024-05-02,28,107,23,0.472,247,Desktop,Email
2024-05-02,304,1239,269,0.557,121,Mobile,Organic
2024-05-02,217,885,192,0.557,121,Mobile,Paid
2024-05-02,173,708,154,0.557,121,Mobile,Direct
2024-05-02,130,531,115,0.557,121,Mobile,Social
2024-05-02,43,177,38,0.557,121,Mobile,Email
2024-05-02,61,173,44,0.503,207,Tablet,Organic
2024-05-02,44,124,31,0.503,207,Tablet,Paid
2024-05-02,35,99,25,0.503,207,Tablet,Direct
2024-05-02,26,74,18,0.503,207,Tablet,Social
2024-05-02,8,24,6,0.503,207,Tablet,Email
2024-05-03,244,710,213,0.521,287,Desktop,Organic
2024-05-03,174,507,152,0.521,287,Desktop,Paid
2024-05-03,139,406,122,0.521,287,Desktop,Direct
2024-05-03,104,304,91,0.521,287,Desktop,Social
2024-05-03,34,101,30,0.521,287,Desktop,Email
2024-05-03,375,1258,310,0.568,121,Mobile,Organic
2024-05-03,268,899,221,0.568,121,Mobile,Paid
2024-05-03,214,719,177,0.568,121,Mobile,Direct
2024-05-03,160,539,133,0.568,121,Mobile,Social
2024-05-03,53,179,44,0.568,121,Mobile,Email
2024-05-03,67,280,57,0.634,196,Tablet,Organic
2024-05-03,48,200,40,0.634,196,Tablet,Paid
2024-05-03,38,160,32,0.634,196,Tablet,Direct
2024-05-03,29,120,24,0.634,196,Tablet,Social
2024-05-03,9,40,8,0.634,196,Tablet,Email
2024-05-04,297,1047,260,0.522,241,Desktop,Organic
2024-05-04,212,748,186,0.522,241,Desktop,Paid
2024-05-04,169,598,149,0.522,241,Desktop,Direct
2024-05-04,127,448,111,0.522,241,Desktop,Social
2024-05-04,42,149,37,0.522,241,Desktop,Email
2024-05-04,448,1780,372,0.629,161,Mobile,Organic
2024-05-04,320,1271,266,0.629,161,Mobile,Paid
2024-05-04,256,1017,212,0.629,161,Mobile,Direct
2024-05-04,192,763,159,0.629,161,Mobile,Social
2024-05-04,64,254,53,0.629,161,Mobile,Email
2024-05-04,74,203,66,0.614,175,Tablet,Organic
2024-05-04,53,145,47,0.614,175,Tablet,Paid
2024-05-04,42,116,37,0.614,175,Tablet,Direct
2024-05-04,31,87,28,0.614,175,Tablet,Social
2024-05-04,10,29,9,0.614,175,Tablet,Email
2024-05-05,292,819,253,0.432,208,Desktop,Organic
2024-05-05,209,585,181,0.432,208,Desktop,Paid
2024-05-05,167,468,144,0.432,208,Desktop,Direct
2024-05-05,125,351,108,0.432,208,Desktop,Social
2024-05-05,41,117,36,0.432,208,Desktop,Email
2024-05-05,392,1239,312,0.577,90,Mobile,Organic
2024-05-05,280,885,223,0.577,90,Mobile,Paid
2024-05-05,224,708,178,0.577,90,Mobile,Direct
