CustomerID,FirstPurchaseDate,Country,City,AgeGroup,Gender
C00531,2024-02-04,Australia,Sydney,35-44,Female
C00532,2024-03-08,USA,Phoenix,35-44,Male
C00533,2024-01-30,Canada,Montreal,45-54,Female
C00534,2024-08-15,Canada,Toronto,35-44,Female
C00535,2024-01-28,USA,Phoenix,45-54,Male
C00536,2024-07-09,Canada,Vancouver,35-44,Female
C00537,2024-05-21,Australia,Melbourne,35-44,Female
C00538,2024-02-09,Australia,Sydney,45-54,Male
C00539,2024-03-10,Germany,Berlin,25-34,Female
C00540,2024-03-13,Germany,Berlin,18-24,Male
C00541,2024-06-03,USA,New York,18-24,Female
C00542,2024-02-23,Germany,Munich,45-54,Male
C00543,2024-07-02,Germany,Munich,35-44,Male
C00544,2024-03-28,USA,Phoenix,35-44,Male
C00545,2024-02-22,UK,Manchester,25-34,Female
C00546,2024-06-24,Germany,Munich,18-24,Male
C00547,2024-06-11,Germany,Berlin,18-24,Male
C00548,2024-08-06,USA,Chicago,25-34,Male
C00549,2024-03-08,Germany,Munich,35-44,Female
C00550,2024-05-09,Germany,Munich,25-34,Female
C00551,2024-05-05,USA,Chicago,25-34,Female
C00552,2024-03-05,Germany,Munich,55+,Female
C00553,2024-08-19,UK,London,25-34,Female
C00554,2024-08-20,Australia,Sydney,35-44,Male
C00555,2024-08-04,UK,Manchester,45-54,Female
C00556,2024-01-14,USA,Phoenix,25-34,Female
C00557,2024-01-24,Germany,Munich,35-44,Other
C00558,2024-06-11,Australia,Melbourne,45-54,Female
C00559,2024-04-18,Germany,Berlin,55+,Male
C00560,2024-07-31,Germany,Berlin,18-24,Male
C00561,2024-03-11,USA,Los Angeles,55+,Female
C00562,2024-01-12,Germany,Munich,25-34,Female
C00563,2024-01-01,USA,Chicago,25-34,Female
C00564,2024-03-26,USA,Los Angeles,25-34,Female
C00565,2024-07-16,USA,Los Angeles,55+,Female
C00566,2024-02-03,Canada,Montreal,25-34,Male
C00567,2024-06-12,Canada,Montreal,25-34,Female
C00568,2024-09-07,USA,Chicago,35-44,Male
C00569,2024-03-08,Germany,Berlin,25-34,Male
C00570,2024-02-11,UK,Manchester,18-24,Male
C00571,2024-07-08,USA,Phoenix,18-24,Female
C00572,2024-04-23,UK,Manchester,18-24,Male
C00573,2024-05-21,Canada,Montreal,25-34,Male
C00574,2024-06-29,Canada,Montreal,18-24,Female
C00575,2024-04-19,Canada,Montreal,35-44,Male
C00576,2024-05-23,UK,Birmingham,25-34,Female
C00577,2024-01-03,Germany,Munich,25-34,Female
C00578,2024-01-29,USA,Phoenix,45-54,Female
C00579,2024-01-20,Germany,Munich,25-34,Female
C00580,2024-08-29,Canada,Vancouver,35-44,Male
C00581,2024-08-14,UK,London,25-34,Female
C00582,2024-06-25,USA,Phoenix,25-34,Male
C00583,2024-08-19,USA,New York,18-24,Female
C00584,2024-02-08,Australia,Sydney,25-34,Male
C00585,2024-05-19,USA,Houston,25-34,Female
C00586,2024-01-10,UK,London,25-34,Male
C00587,2024-08-01,USA,New York,18-24,Male
C00588,2024-04-04,Australia,Sydney,18-24,Male
C00589,2024-05-29,UK,London,25-34,Male
C00590,2024-05-21,Canada,Vancouver,25-34,Female
C00591,2024-02-07,USA,Los Angeles,25-34,Male
C00592,2024-04-20,Australia,Melbourne,35-44,Female
C00593,2024-02-02,USA,Chicago,35-44,Female
C00594,2024-01-11,USA,Los Angeles,18-24,Female
C00595,2024-03-19,Australia,Sydney,45-54,Male
C00596,2024-04-03,UK,Birmingham,35-44,Male
C00597,2024-08-18,Australia,Melbourne,18-24,Female
C00598,2024-08-26,USA,Los Angeles,45-54,Male
C00599,2024-07-22,Canada,Montreal,55+,Male
C00600,2024-09-05,Canada,Toronto,18-24,Female
C00601,2024-08-08,Australia,Melbourne,25-34,Female
C00602,2024-01-11,USA,Houston,45-54,Female
C00603,2024-08-18,USA,New York,35-44,Male
C00604,2024-04-01,Canada,Montreal,25-34,Female
C00605,2024-02-23,Germany,Berlin,25-34,Male
C00606,2024-06-23,Canada,Montreal,25-34,Male
C00607,2024-03-04,Germany,Munich,25-34,Female
C00608,2024-06-19,UK,London,35-44,Male
C00609,2024-01-27,Germany,Munich,25-34,Male
C00610,2024-03-31,UK,Birmingham,25-34,Male
C00611,2024-07-18,Canada,Montreal,35-44,Female
C00612,2024-05-23,UK,London,18-24,Female
C00613,2024-08-14,USA,Houston,25-34,Female
C00614,2024-08-11,UK,Manchester,35-44,Female
C00615,2024-04-14,Canada,Vancouver,45-54,Male
C00616,2024-09-06,USA,Chicago,35-44,Male
C00617,2024-06-07,USA,Phoenix,35-44,Male
C00618,2024-07-10,USA,New York,18-24,Male
C00619,2024-02-09,UK,London,25-34,Female
C00620,2024-08-24,UK,Birmingham,35-44,Female
C00621,2024-08-26,Germany,Munich,25-34,Male
C00622,2024-03-01,USA,Los Angeles,25-34,Male
C00623,2024-08-09,USA,Phoenix,25-34,Male
C00624,2024-02-11,USA,Houston,18-24,Male
C00625,2024-09-06,UK,London,25-34,Female
C00626,2024-07-23,USA,Chicago,25-34,Male
C00627,2024-07-26,UK,Birmingham,25-34,Male
C00628,2024-02-15,Australia,Sydney,18-24,Female
C00629,2024-08-13,USA,Los Angeles,45-54,Male
C00630,2024-04-15,UK,Manchester,35-44,Female
C00631,2024-01-07,USA,Houston,35-44,Male
C00632,2024-02-15,Canada,Toronto,45-54,Female
C00633,2024-07-07,Australia,Sydney,25-34,Other
C00634,2024-08-24,Canada,Toronto,18-24,Female
C00635,2024-03-26,USA,Los Angeles,35-44,Male
C00636,2024-07-19,USA,Phoenix,35-44,Female
C00637,2024-08-26,Canada,Toronto,35-44,Male
C00638,2024-04-15,UK,Manchester,25-34,Male
C00639,2024-07-24,Australia,Sydney,18-24,Male
C00640,2024-06-20,USA,Houston,25-34,Male
C00641,2024-08-09,USA,Chicago,25-34,Female
C00642,2024-07-07,Canada,Montreal,35-44,Female
C00643,2024-07-26,USA,Chicago,35-44,Female
C00644,2024-03-04,UK,London,25-34,Female
C00645,2024-03-09,USA,Los Angeles,55+,Female
C00646,2024-02-10,USA,Phoenix,35-44,Male
C00647,2024-07-20,UK,Manchester,25-34,Male
C00648,2024-06-28,Canada,Toronto,18-24,Female
C00649,2024-01-28,Canada,Vancouver,25-34,Male
C00650,2024-04-07,Germany,Munich,25-34,Female
C00651,2024-08-11,Germany,Berlin,25-34,Male
C00652,2024-01-10,Germany,Berlin,25-34,Male
C00653,2024-08-07,Australia,Sydney,25-34,Male
C00654,2024-04-30,Australia,Melbourne,25-34,Male
C00655,2024-02-26,USA,Phoenix,45-54,Male
C00656,2024-02-21,Australia,Sydney,18-24,Female
C00657,2024-07-28,USA,Phoenix,35-44,Male
C00658,2024-08-23,Canada,Montreal,25-34,Female
C00659,2024-04-27,Germany,Munich,55+,Male
C00660,2024-03-30,USA,Houston,18-24,Male
C00661,2024-03-19,UK,Birmingham,25-34,Male
C00662,2024-07-29,Canada,Montreal,55+,Female
C00663,2024-07-22,USA,Chicago,45-54,Male
C00664,2024-08-11,USA,New York,45-54,Female
C00665,2024-02-28,USA,Chicago,25-34,Male
C00666,2024-02-27,UK,Birmingham,25-34,Female
C00667,2024-01-07,USA,Los Angeles,35-44,Male
C00668,2024-06-17,UK,London,55+,Female
C00669,2024-02-19,Australia,Sydney,35-44,Female
C00670,2024-04-12,Canada,Montreal,35-44,Female
C00671,2024-03-25,UK,London,25-34,Male
C00672,2024-03-12,UK,Manchester,45-54,Male
C00673,2024-08-09,Australia,Melbourne,25-34,Male
C00674,2024-01-18,Canada,Toronto,25-34,Female
C00675,2024-09-04,Germany,Munich,25-34,Female
C00676,2024-07-16,UK,London,35-44,Female
C00677,2024-03-12,Australia,Sydney,25-34,Male
C00678,2024-03-30,Canada,Montreal,18-24,Male
C00679,2024-06-13,Australia,Melbourne,35-44,Male
C00680,2024-05-10,Canada,Vancouver,25-34,Female
C00681,2024-04-12,Germany,Munich,35-44,Female
C00682,2024-06-22,USA,Chicago,25-34,Female
C00683,2024-08-03,Australia,Sydney,25-34,Male
C00684,2024-05-17,USA,Phoenix,35-44,Female
C00685,2024-03-25,Canada,Montreal,18-24,Female
C00686,2024-08-28,Australia,Melbourne,25-34,Male
C00687,2024-01-08,Canada,Montreal,18-24,Female
C00688,2024-01-30,Germany,Berlin,18-24,Female
C00689,2024-08-12,Australia,Sydney,55+,Female
C00690,2024-09-05,USA,Chicago,25-34,Female
C00691,2024-03-07,Canada,Vancouver,45-54,Male
C00692,2024-02-15,UK,London,25-34,Male
C00693,2024-05-28,Canada,Montreal,35-44,Female
C00694,2024-09-03,Australia,Sydney,45-54,Male
C00695,2024-03-08,UK,London,35-44,Female
C00696,2024-01-10,USA,Chicago,25-34,Female
C00697,2024-01-28,Germany,Munich,25-34,Female
C00698,2024-06-01,Canada,Toronto,25-34,Other
C00699,2024-04-21,USA,Houston,55+,Male
C00700,2024-03-29,USA,Chicago,45-54,Male
C00701,2024-07-05,Germany,Munich,55+,Male
C00702,2024-07-20,Canada,Toronto,18-24,Male
C00703,2024-03-21,Germany,Munich,35-44,Male
C00704,2024-04-21,Canada,Montreal,55+,Male
C00705,2024-06-04,USA,Phoenix,25-34,Female
C00706,2024-05-10,Canada,Vancouver,18-24,Female
C00707,2024-01-30,Canada,Vancouver,35-44,Male
C00708,2024-04-08,USA,New York,35-44,Male
C00709,2024-08-18,USA,Chicago,45-54,Female
C00710,2024-05-27,UK,Birmingham,18-24,Male
C00711,2024-02-18,Germany,Berlin,45-54,Male
C00712,2024-03-06,Canada,Vancouver,25-34,Male
C00713,2024-01-12,UK,Birmingham,25-34,Female
C00714,2024-06-30,USA,New York,25-34,Male
C00715,2024-04-21,Canada,Toronto,45-54,Female
C00716,2024-01-01,USA,Los Angeles,35-44,Male
C00717,2024-05-13,Australia,Sydney,35-44,Female
C00718,2024-08-24,Canada,Montreal,25-34,Male
C00719,2024-07-25,UK,London,45-54,Male
C00720,2024-05-17,USA,Los Angeles,25-34,Female
C00721,2024-06-24,Germany,Berlin,45-54,Female
C00722,2024-07-03,Canada,Montreal,25-34,Female
C00723,2024-08-28,UK,Manchester,25-34,Female
C00724,2024-07-08,Australia,Sydney,25-34,Female
C00725,2024-07-07,USA,Los Angeles,25-34,Female
C00726,2024-06-20,UK,Birmingham,35-44,Female
C00727,2024-02-20,USA,Houston,35-44,Male
C00728,2024-04-03,Canada,Montreal,25-34,Male
C00729,2024-04-20,UK,London,45-54,Male
C00730,2024-01-18,UK,Birmingham,25-34,Female
C00731,2024-08-30,Canada,Montreal,35-44,Male
C00732,2024-06-19,USA,Los Angeles,55+,Male
C00733,2024-08-23,Canada,Toronto,35-44,Female
C00734,2024-03-25,UK,Manchester,18-24,Female
C00735,2024-06-08,Canada,Montreal,55+,Female
C00736,2024-03-21,Australia,Melbourne,35-44,Male
C00737,2024-06-18,USA,New York,25-34,Female
C00738,2024-08-05,Australia,Sydney,18-24,Male
C00739,2024-02-01,USA,New York,45-54,Male
C00740,2024-07-03,UK,London,35-44,Male
C00741,2024-08-18,USA,Los Angeles,35-44,Male
C00742,2024-03-17,Germany,Munich,45-54,Male
C00743,2024-05-09,USA,Phoenix,45-54,Female
C00744,2024-03-20,Australia,Sydney,25-34,Male
C00745,2024-06-19,USA,Phoenix,25-34,Female
C00746,2024-04-14,Canada,Toronto,25-34,Female
C00747,2024-03-24,USA,Chicago,35-44,Male
C00748,2024-04-13,USA,Houston,18-24,Female
C00749,2024-06-27,UK,Manchester,35-44,Male
C00750,2024-03-16,UK,Manchester,45-54,Female
C00751,2024-05-21,Australia,Melbourne,45-54,Male
C00752,2024-02-02,USA,Houston,25-34,Male
C00753,2024-02-19,Canada,Vancouver,45-54,Male
C00754,2024-04-17,USA,New York,18-24,Female
C00755,2024-06-19,Germany,Munich,45-54,Female
C00756,2024-08-28,Germany,Berlin,18-24,Male
C00757,2024-04-07,USA,Phoenix,25-34,Female
C00758,2024-06-22,Germany,Berlin,45-54,Female
C00759,2024-07-10,UK,Birmingham,18-24,Female
C00760,2024-08-19,USA,Phoenix,25-34,Female
C00761,2024-02-14,USA,New York,35-44,Female
C00762,2024-06-06,UK,Birmingham,35-44,Female
C00763,2024-05-25,USA,Phoenix,35-44,Female
C00764,2024-03-18,Australia,Sydney,35-44,Male
C00765,2024-04-13,USA,New York,35-44,Male
C00766,2024-05-20,Australia,Melbourne,25-34,Male
C00767,2024-08-01,Canada,Montreal,25-34,Female
C00768,2024-01-01,Australia,Sydney,25-34,Female
C00769,2024-03-18,Canada,Vancouver,55+,Male
C00770,2024-03-14,UK,Birmingham,35-44,Female
C00771,2024-02-23,UK,Manchester,25-34,Male
C00772,2024-04-20,Germany,Berlin,25-34,Male
C00773,2024-07-20,UK,Manchester,55+,Other
C00774,2024-05-28,UK,Manchester,25-34,Male
C00775,2024-06-04,Germany,Munich,35-44,Male
C00776,2024-06-16,Germany,Munich,35-44,Female
C00777,2024-03-23,Germany,Berlin,35-44,Female
C00778,2024-04-29,UK,Manchester,18-24,Male
C00779,2024-04-23,UK,London,45-54,Female
C00780,2024-04-23,USA,Phoenix,55+,Female
C00781,2024-06-21,Canada,Toronto,35-44,Male
C00782,2024-02-24,Canada,Toronto,35-44,Male
C00783,2024-05-10,Germany,Munich,55+,Female
C00784,2024-05-01,Canada,Montreal,35-44,Male
C00785,2024-07-22,USA,Chicago,25-34,Female
C00786,2024-08-18,Canada,Montreal,35-44,Female
C00787,2024-09-02,Germany,Berlin,35-44,Other
C00788,2024-07-22,UK,Manchester,25-34,Male
C00789,2024-07-07,USA,Chicago,35-44,Female
C00790,2024-02-13,USA,New York,55+,Male
C00791,2024-06-17,Canada,Montreal,55+,Male
C00792,2024-01-22,UK,Birmingham,25-34,Male
C00793,2024-03-13,Canada,Toronto,18-24,Male
C00794,2024-05-11,USA,New York,55+,Female
C00795,2024-06-18,Australia,Sydney,45-54,Male
C00796,2024-06-11,USA,New York,18-24,Male
C00797,2024-06-07,Germany,Munich,55+,Female
C00798,2024-03-26,USA,Phoenix,45-54,Male
C00799,2024-01-24,Australia,Sydney,35-44,Female
C00800,2024-07-28,USA,Chicago,35-44,Male
C00801,2024-08-31,USA,Los Angeles,25-34,Female
C00802,2024-07-11,UK,Birmingham,18-24,Female
C00803,2024-03-01,Canada,Montreal,25-34,Male
C00804,2024-06-21,Australia,Melbourne,45-54,Male
C00805,2024-03-20,Canada,Toronto,18-24,Male
C00806,2024-02-27,UK,Manchester,25-34,Female
C00807,2024-07-25,Canada,Montreal,25-34,Male
C00808,2024-02-20,UK,Birmingham,35-44,Male
C00809,2024-02-07,Germany,Berlin,55+,Male
C00810,2024-01-07,USA,Los Angeles,25-34,Male
C00811,2024-01-12,USA,Los Angeles,25-34,Female
C00812,2024-03-03,UK,London,35-44,Female
C00813,2024-05-01,UK,Birmingham,25-34,Male
C00814,2024-06-05,USA,Chicago,25-34,Male
C00815,2024-08-05,USA,Los Angeles,25-34,Female
C00816,2024-07-15,USA,New York,18-24,Female
C00817,2024-01-19,Germany,Berlin,25-34,Male
C00818,2024-04-26,Germany,Berlin,25-34,Male
C00819,2024-04-16,Australia,Melbourne,25-34,Male
C00820,2024-08-14,Australia,Sydney,55+,Female
C00821,2024-06-10,USA,Chicago,25-34,Male
C00822,2024-05-27,USA,New York,35-44,Female
C00823,2024-02-19,Australia,Melbourne,35-44,Female
C00824,2024-07-02,Canada,Toronto,18-24,Female
C00825,2024-06-27,UK,London,35-44,Male
C00826,2024-04-08,Canada,Montreal,25-34,Male
C00827,2024-05-06,Australia,Melbourne,55+,Male
C00828,2024-04-12,Germany,Munich,18-24,Male
C00829,2024-03-03,Germany,Munich,25-34,Female
C00830,2024-02-07,Germany,Berlin,18-24,Female
C00831,2024-06-16,USA,Los Angeles,55+,Female
C00832,2024-06-25,USA,New York,35-44,Female
C00833,2024-01-02,USA,Chicago,35-44,Male
C00834,2024-08-16,USA,Phoenix,18-24,Male
C00835,2024-07-11,USA,New York,35-44,Male
C00836,2024-08-08,Canada,Toronto,25-34,Female
C00837,2024-07-16,USA,Chicago,45-54,Female
C00838,2024-08-14,UK,Manchester,25-34,Female
C00839,2024-01-28,Canada,Vancouver,25-34,Male
C00840,2024-07-18,Canada,Vancouver,18-24,Male
C00841,2024-04-18,Australia,Melbourne,25-34,Female
C00842,2024-02-26,Germany,Berlin,35-44,Male
C00843,2024-02-15,USA,Phoenix,18-24,Female
C00844,2024-07-24,USA,Phoenix,45-54,Female
C00845,2024-09-02,Australia,Melbourne,25-34,Female
C00846,2024-06-27,USA,Chicago,35-44,Male
C00847,2024-05-12,UK,Manchester,25-34,Male
C00848,2024-04-28,UK,London,25-34,Male
C00849,2024-01-13,USA,New York,35-44,Male
C00850,2024-05-22,Canada,Vancouver,25-34,Male
C00851,2024-03-04,USA,Los Angeles,25-34,Female
C00852,2024-08-22,Australia,Sydney,45-54,Female
C00853,2024-08-05,Germany,Munich,55+,Male
C00854,2024-02-01,Australia,Melbourne,25-34,Male
C00855,2024-04-26,USA,Chicago,25-34,Male
C00856,2024-02-04,USA,Los Angeles,35-44,Male
C00857,2024-07-24,Canada,Montreal,25-34,Female
C00858,2024-04-28,USA,Chicago,18-24,Male
C00859,2024-06-19,USA,Houston,25-34,Male
C00860,2024-05-15,Germany,Munich,35-44,Male
C00861,2024-05-23,Germany,Munich,35-44,Female
C00862,2024-06-01,Australia,Melbourne,18-24,Female
C00863,2024-03-22,Canada,Vancouver,25-34,Male
C00864,2024-08-31,UK,Manchester,25-34,Female
C00865,2024-07-12,Canada,Montreal,35-44,Female
C00866,2024-08-16,Canada,Toronto,18-24,Female
C00867,2024-04-23,Australia,Sydney,18-24,Male
C00868,2024-06-05,Canada,Montreal,45-54,Female
C00869,2024-07-27,Germany,Berlin,25-34,Female
C00870,2024-07-03,UK,Manchester,35-44,Female
C00871,2024-08-16,USA,Los Angeles,25-34,Female
C00872,2024-05-09,USA,Phoenix,18-24,Female
C00873,2024-04-19,Germany,Berlin,25-34,Male
C00874,2024-07-31,USA,Chicago,35-44,Female
C00875,2024-08-20,Canada,Montreal,45-54,Female
C00876,2024-05-20,Canada,Montreal,45-54,Female
C00877,2024-04-24,USA,New York,25-34,Male
C00878,2024-08-17,UK,Birmingham,35-44,Female
C00879,2024-02-10,USA,New York,25-34,Female
C00880,2024-07-09,USA,New York,25-34,Male
C00881,2024-08-08,USA,Phoenix,45-54,Female
C00882,2024-05-01,Canada,Montreal,18-24,Female
C00883,2024-04-25,Canada,Toronto,18-24,Female
C00884,2024-03-07,Germany,Munich,25-34,Male
C00885,2024-07-11,Australia,Sydney,18-24,Male
C00886,2024-03-04,Germany,Berlin,25-34,Female
C00887,2024-08-03,USA,Phoenix,35-44,Male
C00888,2024-06-12,Canada,Vancouver,25-34,Female
C00889,2024-03-11,Canada,Montreal,45-54,Female
C00890,2024-07-15,UK,Birmingham,45-54,Female
C00891,2024-07-18,Canada,Vancouver,25-34,Male
C00892,2024-05-13,UK,Birmingham,25-34,Female
C00893,2024-05-04,USA,Los Angeles,25-34,Male
C00894,2024-06-09,UK,Manchester,35-44,Male
C00895,2024-03-02,Canada,Vancouver,25-34,Male
C00896,2024-03-11,Canada,Toronto,35-44,Male
C00897,2024-04-22,UK,Birmingham,25-34,Female
C00898,2024-01-20,Australia,Melbourne,35-44,Female
C00899,2024-07-01,Canada,Toronto,25-34,Male
C00900,2024-03-14,UK,Manchester,25-34,Female
C00901,2024-03-01,Australia,Sydney,55+,Male
C00902,2024-03-10,UK,Manchester,45-54,Female
C00903,2024-03-26,UK,Manchester,18-24,Female
C00904,2024-03-22,USA,Phoenix,45-54,Female
C00905,2024-08-16,USA,New York,25-34,Male
C00906,2024-05-18,UK,Birmingham,45-54,Female
C00907,2024-01-21,USA,Los Angeles,45-54,Male
C00908,2024-02-05,Australia,Sydney,25-34,Other
C00909,2024-02-08,Canada,Montreal,18-24,Male
C00910,2024-02-29,UK,London,25-34,Female
C00911,2024-04-08,USA,Houston,35-44,Female
C00912,2024-06-26,Germany,Berlin,35-44,Female
C00913,2024-02-09,USA,Los Angeles,25-34,Male
C00914,2024-06-29,USA,Phoenix,18-24,Female
C00915,2024-02-24,Germany,Berlin,45-54,Male
C00916,2024-01-17,Australia,Melbourne,55+,Female
C00917,2024-04-16,USA,Chicago,35-44,Male
C00918,2024-04-14,Australia,Sydney,25-34,Male
C00919,2024-03-25,UK,London,25-34,Female
C00920,2024-05-18,Germany,Munich,18-24,Male
C00921,2024-04-29,USA,Los Angeles,55+,Male
C00922,2024-04-16,Canada,Toronto,18-24,Male
C00923,2024-01-16,UK,Manchester,35-44,Male
C00924,2024-02-22,UK,Manchester,25-34,Female
C00925,2024-08-01,Canada,Toronto,35-44,Female
C00926,2024-04-17,Canada,Toronto,35-44,Male
C00927,2024-04-09,USA,Los Angeles,45-54,Male
C00928,2024-08-19,UK,Birmingham,25-34,Male
C00929,2024-07-16,USA,Chicago,18-24,Male
C00930,2024-05-29,USA,Houston,18-24,Female
C00931,2024-08-30,USA,Houston,55+,Female
C00932,2024-06-27,UK,Manchester,45-54,Male
C00933,2024-01-06,Canada,Toronto,35-44,Male
C00934,2024-08-07,USA,New York,35-44,Male
C00935,2024-08-13,Germany,Munich,35-44,Female
C00936,2024-07-14,UK,London,25-34,Female
C00937,2024-05-27,Germany,Munich,55+,Male
C00938,2024-04-07,UK,Birmingham,25-34,Male
C00939,2024-05-02,USA,Chicago,25-34,Female
C00940,2024-01-02,Canada,Montreal,35-44,Female
C00941,2024-08-29,Australia,Sydney,18-24,Male
C00942,2024-03-31,Germany,Munich,25-34,Male
C00943,2024-03-17,USA,Houston,35-44,Male
C00944,2024-07-11,USA,Chicago,18-24,Female
C00945,2024-04-09,USA,Phoenix,35-44,Male
C00946,2024-08-06,UK,Birmingham,25-34,Male
C00947,2024-08-16,Canada,Toronto,25-34,Female
C00948,2024-09-01,Canada,Montreal,25-34,Male
C00949,2024-08-01,Canada,Vancouver,25-34,Female
C00950,2024-04-17,USA,Houston,35-44,Male
C00951,2024-05-17,Germany,Berlin,25-34,Male
C00952,2024-07-10,USA,Phoenix,35-44,Female
C00953,2024-07-07,USA,Houston,25-34,Male
C00954,2024-05-19,Australia,Melbourne,35-44,Female
C00955,2024-07-23,Australia,Melbourne,55+,Female
C00956,2024-06-03,Canada,Vancouver,35-44,Male
C00957,2024-08-17,Australia,Melbourne,25-34,Female
C00958,2024-02-26,Canada,Montreal,18-24,Male
C00959,2024-05-04,Canada,Toronto,25-34,Female
C00960,2024-02-26,USA,Phoenix,35-44,Male
C00961,2024-03-10,UK,London,18-24,Female
C00962,2024-04-21,USA,Houston,25-34,Male
C00963,2024-05-04,Germany,Berlin,35-44,Male
C00964,2024-01-08,Germany,Berlin,25-34,Female
C00965,2024-04-09,UK,London,45-54,Female
C00966,2024-03-27,USA,Phoenix,18-24,Male
C00967,2024-06-20,Germany,Munich,18-24,Male
C00968,2024-06-22,USA,Los Angeles,35-44,Female
C00969,2024-07-23,USA,Los Angeles,25-34,Female
C00970,2024-04-13,Germany,Berlin,35-44,Male
C00971,2024-07-04,USA,Los Angeles,25-34,Male
C00972,2024-02-12,Australia,Melbourne,25-34,Male
C00973,2024-08-03,USA,Phoenix,45-54,Female
C00974,2024-04-29,Australia,Sydney,45-54,Male
C00975,2024-08-23,Australia,Sydney,35-44,Male
C00976,2024-02-02,UK,Manchester,25-34,Female
C00977,2024-06-08,Germany,Munich,35-44,Male
C00978,2024-05-16,USA,New York,25-34,Female
C00979,2024-01-07,Australia,Melbourne,18-24,Male
C00980,2024-08-20,Canada,Montreal,55+,Male
C00981,2024-04-10,Australia,Melbourne,18-24,Male
C00982,2024-05-31,USA,Houston,55+,Female
C00983,2024-05-24,UK,London,25-34,Male
C00984,2024-06-18,Germany,Berlin,25-34,Female
C00985,2024-01-07,USA,Houston,35-44,Female
C00986,2024-01-22,Canada,Toronto,45-54,Female
C00987,2024-06-13,UK,London,35-44,Male
C00988,2024-04-19,Australia,Sydney,45-54,Male
C00989,2024-02-04,USA,Los Angeles,35-44,Male
C00990,2024-08-09,UK,Birmingham,35-44,Male
C00991,2024-04-28,UK,Birmingham,45-54,Male
C00992,2024-02-16,Canada,Toronto,25-34,Female
C00993,2024-01-13,Canada,Toronto,25-34,Male
C00994,2024-03-07,UK,Birmingham,25-34,Male
C00995,2024-04-07,USA,Phoenix,55+,Male
C00996,2024-03-24,USA,New York,55+,Female
C00997,2024-02-24,UK,Birmingham,18-24,Male
C00998,2024-04-26,Canada,Toronto,35-44,Female
C00999,2024-03-24,Germany,Berlin,55+,Male
C01000,2024-03-27,UK,London,25-34,Female
C01001,2024-07-13,UK,Manchester,35-44,Female
C01002,2024-08-13,USA,Los Angeles,55+,Male
C01003,2024-04-07,Australia,Melbourne,18-24,Male
C01004,2024-03-12,Australia,Sydney,35-44,Male
C01005,2024-07-11,UK,Birmingham,25-34,Male
C01006,2024-08-31,Australia,Melbourne,55+,Female
C01007,2024-07-31,Germany,Berlin,55+,Female
C01008,2024-04-17,UK,London,55+,Female
C01009,2024-03-05,Germany,Munich,25-34,Female
C01010,2024-08-01,USA,Phoenix,45-54,Male
C01011,2024-01-21,UK,Manchester,45-54,Male
C01012,2024-04-30,UK,Manchester,25-34,Female
C01013,2024-01-05,UK,London,45-54,Male
C01014,2024-07-10,USA,Los Angeles,18-24,Female
C01015,2024-05-18,Canada,Vancouver,35-44,Male
C01016,2024-01-14,Germany,Berlin,25-34,Male
C01017,2024-08-31,USA,Phoenix,18-24,Other
C01018,2024-03-30,Australia,Sydney,18-24,Male
C01019,2024-02-27,USA,Phoenix,35-44,Other
C01020,2024-06-15,USA,Phoenix,25-34,Female
C01021,2024-01-18,USA,Chicago,35-44,Female
C01022,2024-07-18,Canada,Toronto,18-24,Female
C01023,2024-09-02,Germany,Munich,25-34,Female
C01024,2024-06-15,Canada,Vancouver,35-44,Female
C01025,2024-01-11,Canada,Montreal,45-54,Male
C01026,2024-07-12,Australia,Sydney,25-34,Male
C01027,2024-01-08,UK,London,35-44,Female
C01028,2024-08-31,USA,Houston,45-54,Male
C01029,2024-03-04,USA,Houston,35-44,Male
C01030,2024-02-21,USA,Los Angeles,25-34,Male
C01031,2024-08-02,UK,London,18-24,Female
C01032,2024-01-06,USA,New York,45-54,Female
C01033,2024-06-08,UK,London,18-24,Male
C01034,2024-02-09,Canada,Montreal,45-54,Female
C01035,2024-03-02,Germany,Munich,35-44,Female
C01036,2024-02-02,USA,Los Angeles,55+,Female
C01037,2024-05-01,UK,Birmingham,45-54,Female
C01038,2024-06-20,Canada,Toronto,55+,Female
C01039,2024-01-30,Canada,Toronto,25-34,Male
C01040,2024-05-24,Canada,Vancouver,45-54,Female
C01041,2024-08-30,UK,Birmingham,25-34,Male
C01042,2024-02-25,USA,Phoenix,25-34,Female
C01043,2024-04-29,Australia,Sydney,35-44,Other
C01044,2024-06-28,Germany,Berlin,45-54,Male
C01045,2024-03-06,UK,London,55+,Male
C01046,2024-07-15,Australia,Melbourne,45-54,Female
C01047,2024-04-04,Canada,Montreal,25-34,Male
C01048,2024-02-12,Australia,Sydney,25-34,Female
C01049,2024-06-04,UK,Birmingham,35-44,Male
C01050,2024-06-04,UK,Birmingham,25-34,Male
C01051,2024-09-03,USA,New York,18-24,Female
C01052,2024-07-10,Australia,Melbourne,25-34,Female
C01053,2024-07-02,Australia,Melbourne,25-34,Female
C01054,2024-01-30,UK,Manchester,25-34,Male
C01055,2024-07-18,USA,New York,25-34,Female
C01056,2024-07-28,USA,Phoenix,18-24,Female
C01057,2024-02-11,Australia,Melbourne,18-24,Female
C01058,2024-09-03,Canada,Toronto,55+,Female
C01059,2024-03-20,UK,Manchester,25-34,Female
C01060,2024-01-28,USA,Houston,25-34,Male
