OrderID,OrderDate,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice,Revenue,Cost,ShippingCost,PaymentMethod,Status,Channel
O002619,2024-03-28,C00444,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,14.59,Debit Card,Completed,Mobile App
O002620,2024-03-28,C00511,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,5.53,PayPal,Completed,Facebook Shop
O002621,2024-03-28,C02231,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,7.66,Debit Card,Completed,Website
O002622,2024-03-28,C02816,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,6.01,PayPal,Completed,Mobile App
O002623,2024-03-28,C00677,P016,Yoga Mat Premium,Sports,1,44.99,44.99,15,11.2,Debit Card,Completed,Instagram
O002624,2024-03-28,C02500,P006,Winter Jacket Premium,Clothing,2,79.99,159.98,136,8.92,Debit Card,Completed,Mobile App
O002625,2024-03-28,C01493,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,12.34,PayPal,Completed,Website
O002626,2024-03-28,C00112,P007,Cotton T-Shirt Basic,Clothing,1,24.99,24.99,8,7.68,Credit Card,Completed,Instagram
O002627,2024-03-28,C00549,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,12.86,Credit Card,Completed,Mobile App
O002628,2024-03-28,C02267,P016,Yoga Mat Premium,Sports,2,44.99,89.98,30,7.88,PayPal,Completed,Instagram
O002629,2024-03-28,C01074,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,12.34,Credit Card,Completed,Website
O002630,2024-03-28,C00450,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,10.03,Credit Card,Completed,Instagram
O002631,2024-03-28,C02335,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,9.77,PayPal,Completed,Mobile App
O002632,2024-03-28,C01987,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,14.07,Credit Card,Completed,Mobile App
O002633,2024-03-29,C01620,P022,Moisturizer Daily,Beauty,1,34.99,34.99,10,5.69,Debit Card,Completed,Mobile App
O002634,2024-03-29,C02134,P007,Cotton T-Shirt Basic,Clothing,2,24.99,49.98,16,14.0,Credit Card,Completed,Mobile App
O002635,2024-03-29,C00533,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,5.13,Debit Card,Completed,Mobile App
O002636,2024-03-29,C02175,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,8.34,PayPal,Completed,Instagram
O002637,2024-03-29,C01116,P008,Denim Jeans Classic,Clothing,2,59.99,119.98,44,7.64,Debit Card,Returned,Instagram
O002638,2024-03-29,C02297,P020,Jump Rope Pro,Sports,3,19.99,59.97,18,11.79,Credit Card,Cancelled,Mobile App
O002639,2024-03-29,C00112,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,10.94,Debit Card,Completed,Instagram
O002640,2024-03-29,C00085,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,10.83,Credit Card,Cancelled,Instagram
O002641,2024-03-29,C01560,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,7.48,Credit Card,Completed,Website
O002642,2024-03-29,C02742,P022,Moisturizer Daily,Beauty,1,34.99,34.99,10,13.19,Debit Card,Completed,Mobile App
O002643,2024-03-29,C01379,P004,Laptop Stand Aluminum,Electronics,1,39.99,39.99,18,14.9,Credit Card,Completed,Instagram
O002644,2024-03-29,C01724,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,10.25,Credit Card,Completed,Mobile App
O002645,2024-03-29,C00501,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,6.47,PayPal,Completed,Mobile App
O002646,2024-03-29,C00050,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,8.05,Debit Card,Completed,Mobile App
O002647,2024-03-29,C00632,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,9.53,PayPal,Completed,Facebook Shop
O002648,2024-03-29,C02794,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,14.9,Debit Card,Completed,Website
O002649,2024-03-29,C02415,P018,Water Bottle 32oz,Sports,2,24.99,49.98,14,9.86,Debit Card,Completed,Facebook Shop
O002650,2024-03-29,C01518,P026,Old Phone Case,Electronics,2,14.99,29.98,10,5.14,Debit Card,Completed,Website
O002651,2024-03-29,C01996,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,12.1,Credit Card,Completed,Mobile App
O002652,2024-03-29,C01678,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,12.75,PayPal,Completed,Mobile App
O002653,2024-03-29,C02775,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,14.02,Credit Card,Completed,Instagram
O002654,2024-03-29,C02510,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,6.13,PayPal,Completed,Website
O002655,2024-03-29,C01919,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,12.28,Debit Card,Completed,Instagram
O002656,2024-03-29,C01483,P020,Jump Rope Pro,Sports,2,19.99,39.98,12,14.79,Debit Card,Completed,Mobile App
O002657,2024-03-29,C01694,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,11.59,PayPal,Completed,Mobile App
O002658,2024-03-29,C02039,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,9.98,PayPal,Completed,Website
O002659,2024-03-29,C02803,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,12.41,Credit Card,Completed,Website
O002660,2024-03-29,C01783,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,8.59,PayPal,Completed,Website
O002661,2024-03-29,C00045,P003,Bluetooth Speaker Mini,Electronics,2,49.99,99.98,50,6.94,Credit Card,Completed,Website
O002662,2024-03-29,C01241,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,11.39,Credit Card,Cancelled,Website
O002663,2024-03-29,C01032,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,13.77,Credit Card,Completed,Website
O002664,2024-03-29,C01726,P007,Cotton T-Shirt Basic,Clothing,1,24.99,24.99,8,13.99,Debit Card,Completed,Mobile App
O002665,2024-03-29,C02906,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,14.58,PayPal,Completed,Instagram
O002666,2024-03-29,C01251,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,7.65,Credit Card,Completed,Website
O002667,2024-03-29,C00531,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,13.88,PayPal,Completed,Instagram
O002668,2024-03-29,C02130,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,9.17,Credit Card,Completed,Facebook Shop
O002669,2024-03-29,C02778,P024,Hair Oil Argan,Beauty,2,27.99,55.98,16,8.09,Credit Card,Completed,Facebook Shop
O002670,2024-03-29,C00127,P017,Resistance Bands Set,Sports,1,29.99,29.99,9,10.2,Credit Card,Completed,Mobile App
O002671,2024-03-29,C02238,P003,Bluetooth Speaker Mini,Electronics,2,49.99,99.98,50,11.12,Credit Card,Completed,Instagram
O002672,2024-03-29,C01519,P023,Makeup Brush Set 12pc,Beauty,2,49.99,99.98,30,9.55,Credit Card,Completed,Instagram
O002673,2024-03-29,C00672,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,12.92,Debit Card,Completed,Instagram
O002674,2024-03-29,C00452,P025,Sunscreen SPF 50,Beauty,1,29.99,29.99,9,14.69,Credit Card,Completed,Website
O002675,2024-03-29,C00049,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,11.86,PayPal,Completed,Mobile App
O002676,2024-03-29,C02209,P005,USB-C Hub 7-in-1,Electronics,1,45.99,45.99,22,6.5,PayPal,Completed,Mobile App
O002677,2024-03-29,C01986,P024,Hair Oil Argan,Beauty,2,27.99,55.98,16,11.24,Credit Card,Completed,Website
O002678,2024-03-29,C00311,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,8.04,Credit Card,Completed,Mobile App
O002679,2024-03-29,C00993,P003,Bluetooth Speaker Mini,Electronics,1,49.99,49.99,25,13.0,Credit Card,Completed,Instagram
O002680,2024-03-29,C00259,P008,Denim Jeans Classic,Clothing,2,59.99,119.98,44,5.41,Credit Card,Completed,Website
O002681,2024-03-29,C00669,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,10.93,Credit Card,Completed,Website
O002682,2024-03-29,C01239,P005,USB-C Hub 7-in-1,Electronics,1,45.99,45.99,22,8.06,Debit Card,Completed,Instagram
O002683,2024-03-29,C02600,P016,Yoga Mat Premium,Sports,1,44.99,44.99,15,11.6,Credit Card,Completed,Website
O002684,2024-03-29,C02742,P016,Yoga Mat Premium,Sports,1,44.99,44.99,15,7.51,Credit Card,Completed,Mobile App
O002685,2024-03-29,C01626,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,7.83,PayPal,Completed,Facebook Shop
O002686,2024-03-30,C01745,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,12.69,Credit Card,Completed,Website
O002687,2024-03-30,C02747,P002,Smart Watch Ultra,Electronics,2,249.99,499.98,240,5.86,Credit Card,Completed,Mobile App
O002688,2024-03-30,C01123,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,14.96,Debit Card,Completed,Website
O002689,2024-03-30,C00999,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,10.85,Credit Card,Completed,Website
O002690,2024-03-30,C01469,P017,Resistance Bands Set,Sports,1,29.99,29.99,9,7.19,Credit Card,Completed,Website
O002691,2024-03-30,C01724,P005,USB-C Hub 7-in-1,Electronics,2,45.99,91.98,44,8.55,PayPal,Returned,Instagram
O002692,2024-03-30,C01544,P004,Laptop Stand Aluminum,Electronics,1,39.99,39.99,18,11.37,PayPal,Completed,Facebook Shop
O002693,2024-03-30,C02608,P020,Jump Rope Pro,Sports,1,19.99,19.99,6,14.67,PayPal,Completed,Facebook Shop
O002694,2024-03-30,C01678,P003,Bluetooth Speaker Mini,Electronics,1,49.99,49.99,25,7.61,Debit Card,Completed,Facebook Shop
O002695,2024-03-30,C00123,P004,Laptop Stand Aluminum,Electronics,1,39.99,39.99,18,8.11,PayPal,Completed,Website
O002696,2024-03-30,C02917,P022,Moisturizer Daily,Beauty,2,34.99,69.98,20,11.79,Credit Card,Completed,Mobile App
O002697,2024-03-30,C01153,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,10.78,Credit Card,Completed,Mobile App
O002698,2024-03-30,C00039,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,7.0,Credit Card,Completed,Mobile App
O002699,2024-03-30,C00042,P026,Old Phone Case,Electronics,1,14.99,14.99,5,10.54,PayPal,Completed,Instagram
O002700,2024-03-30,C02021,P003,Bluetooth Speaker Mini,Electronics,1,49.99,49.99,25,5.86,PayPal,Completed,Mobile App
O002701,2024-03-30,C01991,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,11.28,Credit Card,Completed,Instagram
O002702,2024-03-30,C02754,P007,Cotton T-Shirt Basic,Clothing,2,24.99,49.98,16,8.76,Credit Card,Completed,Instagram
O002703,2024-03-30,C00302,P022,Moisturizer Daily,Beauty,1,34.99,34.99,10,9.37,PayPal,Completed,Instagram
O002704,2024-03-30,C00153,P017,Resistance Bands Set,Sports,1,29.99,29.99,9,9.42,PayPal,Completed,Instagram
O002705,2024-03-30,C02303,P021,Face Serum Vitamin C,Beauty,3,39.99,119.97,36,14.35,Credit Card,Completed,Website
O002706,2024-03-30,C01992,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,9.68,PayPal,Completed,Instagram
O002707,2024-03-30,C00134,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,9.21,Credit Card,Completed,Mobile App
O002708,2024-03-30,C02217,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,5.28,Credit Card,Completed,Mobile App
O002709,2024-03-30,C00999,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,14.57,PayPal,Completed,Instagram
O002710,2024-03-30,C01291,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,12.56,Credit Card,Completed,Facebook Shop
O002711,2024-03-30,C01182,P019,Foam Roller,Sports,1,32.99,32.99,11,8.02,Debit Card,Completed,Facebook Shop
O002712,2024-03-30,C01238,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,10.12,Credit Card,Completed,Facebook Shop
O002713,2024-03-30,C00205,P009,Running Shorts Sport,Clothing,2,34.99,69.98,24,10.43,Credit Card,Completed,Website
O002714,2024-03-30,C01317,P004,Laptop Stand Aluminum,Electronics,2,39.99,79.98,36,7.93,PayPal,Completed,Instagram
O002715,2024-03-30,C01348,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,8.93,Credit Card,Completed,Mobile App
O002716,2024-03-30,C02202,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,5.06,PayPal,Completed,Instagram
O002717,2024-03-30,C02319,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,13.75,Credit Card,Returned,Instagram
O002718,2024-03-30,C02365,P026,Old Phone Case,Electronics,2,14.99,29.98,10,5.54,Credit Card,Completed,Mobile App
O002719,2024-03-30,C01643,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,13.3,Credit Card,Completed,Facebook Shop
O002720,2024-03-30,C02590,P006,Winter Jacket Premium,Clothing,2,79.99,159.98,136,8.33,Credit Card,Completed,Website
O002721,2024-03-30,C01329,P004,Laptop Stand Aluminum,Electronics,1,39.99,39.99,18,7.91,PayPal,Completed,Facebook Shop
O002722,2024-03-30,C02915,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,8.31,Credit Card,Completed,Website
O002723,2024-03-30,C01250,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,12.4,Credit Card,Completed,Instagram
O002724,2024-03-30,C00619,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,12.39,Credit Card,Completed,Website
O002725,2024-03-30,C01036,P007,Cotton T-Shirt Basic,Clothing,1,24.99,24.99,8,7.05,Debit Card,Completed,Facebook Shop
O002726,2024-03-30,C01650,P003,Bluetooth Speaker Mini,Electronics,1,49.99,49.99,25,12.4,Credit Card,Completed,Instagram
O002727,2024-03-30,C00127,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,7.24,Credit Card,Completed,Website
O002728,2024-03-30,C02975,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,13.52,PayPal,Completed,Mobile App
O002729,2024-03-30,C01136,P005,USB-C Hub 7-in-1,Electronics,1,45.99,45.99,22,8.11,PayPal,Completed,Mobile App
O002730,2024-03-30,C02283,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,5.06,Credit Card,Completed,Website
O002731,2024-03-30,C01643,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,11.88,Credit Card,Completed,Instagram
O002732,2024-03-30,C00449,P001,Wireless Headphones Pro,Electronics,2,89.99,179.98,90,5.0,Credit Card,Completed,Mobile App
O002733,2024-03-30,C00450,P018,Water Bottle 32oz,Sports,2,24.99,49.98,14,6.21,Credit Card,Completed,Instagram
O002734,2024-03-30,C00193,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,7.04,Credit Card,Completed,Website
O002735,2024-03-30,C02997,P022,Moisturizer Daily,Beauty,2,34.99,69.98,20,13.33,PayPal,Completed,Mobile App
O002736,2024-03-30,C02282,P008,Denim Jeans Classic,Clothing,1,59.99,59.99,22,5.56,Credit Card,Completed,Instagram
O002737,2024-03-30,C02839,P025,Sunscreen SPF 50,Beauty,1,29.99,29.99,9,9.05,Credit Card,Completed,Instagram
O002738,2024-03-30,C01064,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,13.2,Credit Card,Completed,Mobile App
O002739,2024-03-30,C00282,P008,Denim Jeans Classic,Clothing,1,59.99,59.99,22,10.47,Debit Card,Completed,Mobile App
O002740,2024-03-30,C02022,P004,Laptop Stand Aluminum,Electronics,1,39.99,39.99,18,11.81,Credit Card,Completed,Website
O002741,2024-03-30,C02903,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,11.17,Credit Card,Completed,Website
O002742,2024-03-30,C01157,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,11.36,Credit Card,Completed,Instagram
O002743,2024-03-30,C01694,P003,Bluetooth Speaker Mini,Electronics,1,49.99,49.99,25,13.19,PayPal,Completed,Facebook Shop
O002744,2024-03-30,C01228,P018,Water Bottle 32oz,Sports,2,24.99,49.98,14,6.71,Debit Card,Completed,Facebook Shop
O002745,2024-03-30,C02496,P025,Sunscreen SPF 50,Beauty,1,29.99,29.99,9,10.47,PayPal,Completed,Mobile App
O002746,2024-03-30,C01657,P008,Denim Jeans Classic,Clothing,2,59.99,119.98,44,7.9,PayPal,Completed,Mobile App
O002747,2024-03-30,C02145,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,14.59,Credit Card,Completed,Instagram
O002748,2024-03-30,C02904,P023,Makeup Brush Set 12pc,Beauty,3,49.99,149.97,45,11.68,PayPal,Completed,Website
O002749,2024-03-30,C00290,P015,Garden Tool Set 5pc,Home & Garden,1,44.99,44.99,19,11.98,Credit Card,Completed,Mobile App
O002750,2024-03-31,C00311,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,9.25,Credit Card,Completed,Website
O002751,2024-03-31,C00538,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,9.57,Debit Card,Completed,Mobile App
O002752,2024-03-31,C00109,P026,Old Phone Case,Electronics,2,14.99,29.98,10,5.11,PayPal,Completed,Instagram
O002753,2024-03-31,C01018,P016,Yoga Mat Premium,Sports,1,44.99,44.99,15,11.45,Debit Card,Completed,Facebook Shop
O002754,2024-03-31,C01615,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,11.2,PayPal,Completed,Facebook Shop
O002755,2024-03-31,C02016,P023,Makeup Brush Set 12pc,Beauty,2,49.99,99.98,30,14.07,Credit Card,Completed,Website
O002756,2024-03-31,C02004,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,9.68,PayPal,Completed,Facebook Shop
O002757,2024-03-31,C02671,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,7.77,Credit Card,Completed,Website
O002758,2024-03-31,C01901,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,8.58,Credit Card,Completed,Website
O002759,2024-03-31,C00369,P021,Face Serum Vitamin C,Beauty,3,39.99,119.97,36,10.03,Credit Card,Completed,Facebook Shop
O002760,2024-03-31,C01966,P012,LED Desk Lamp,Home & Garden,1,42.99,42.99,16,12.06,Credit Card,Completed,Mobile App
O002761,2024-03-31,C01450,P019,Foam Roller,Sports,1,32.99,32.99,11,5.63,PayPal,Completed,Facebook Shop
O002762,2024-03-31,C00924,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,8.52,Credit Card,Completed,Website
O002763,2024-03-31,C02438,P016,Yoga Mat Premium,Sports,2,44.99,89.98,30,8.39,PayPal,Completed,Instagram
O002764,2024-03-31,C01872,P016,Yoga Mat Premium,Sports,1,44.99,44.99,15,12.87,Credit Card,Completed,Instagram
O002765,2024-03-31,C02241,P025,Sunscreen SPF 50,Beauty,2,29.99,59.98,18,12.63,PayPal,Cancelled,Mobile App
O002766,2024-03-31,C02340,P001,Wireless Headphones Pro,Electronics,1,89.99,89.99,45,8.94,Credit Card,Completed,Instagram
O002767,2024-03-31,C01027,P022,Moisturizer Daily,Beauty,2,34.99,69.98,20,11.45,PayPal,Completed,Facebook Shop
O002768,2024-03-31,C02782,P004,Laptop Stand Aluminum,Electronics,2,39.99,79.98,36,9.72,PayPal,Completed,Instagram
O002769,2024-03-31,C00329,P020,Jump Rope Pro,Sports,1,19.99,19.99,6,10.76,Credit Card,Completed,Instagram
O002770,2024-03-31,C02122,P017,Resistance Bands Set,Sports,1,29.99,29.99,9,12.75,Credit Card,Completed,Website
O002771,2024-03-31,C01968,P019,Foam Roller,Sports,1,32.99,32.99,11,6.29,Credit Card,Completed,Instagram
O002772,2024-03-31,C00909,P012,LED Desk Lamp,Home & Garden,2,42.99,85.98,32,14.55,Credit Card,Completed,Website
O002773,2024-03-31,C01297,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,11.17,Credit Card,Completed,Mobile App
O002774,2024-03-31,C01541,P014,Wall Clock Modern,Home & Garden,2,34.99,69.98,26,5.45,PayPal,Completed,Mobile App
O002775,2024-03-31,C01123,P026,Old Phone Case,Electronics,1,14.99,14.99,5,6.59,Credit Card,Completed,Facebook Shop
O002776,2024-03-31,C00501,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,6.06,PayPal,Completed,Mobile App
O002777,2024-03-31,C02075,P002,Smart Watch Ultra,Electronics,1,249.99,249.99,120,9.76,Debit Card,Completed,Mobile App
O002778,2024-03-31,C01592,P019,Foam Roller,Sports,1,32.99,32.99,11,14.81,Credit Card,Completed,Mobile App
O002779,2024-03-31,C01918,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,12.33,PayPal,Completed,Website
O002780,2024-03-31,C00652,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,14.0,Debit Card,Completed,Facebook Shop
O002781,2024-03-31,C01844,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,13.92,Credit Card,Completed,Website
O002782,2024-03-31,C02231,P003,Bluetooth Speaker Mini,Electronics,1,49.99,49.99,25,9.2,Credit Card,Completed,Facebook Shop
O002783,2024-03-31,C02525,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,11.12,PayPal,Completed,Mobile App
O002784,2024-03-31,C00015,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,13.47,Credit Card,Completed,Mobile App
O002785,2024-03-31,C02209,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,12.63,Debit Card,Completed,Facebook Shop
O002786,2024-03-31,C01817,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,13.41,Credit Card,Completed,Website
O002787,2024-03-31,C00039,P022,Moisturizer Daily,Beauty,2,34.99,69.98,20,8.21,Debit Card,Completed,Instagram
O002788,2024-03-31,C02929,P006,Winter Jacket Premium,Clothing,1,79.99,79.99,68,8.78,Debit Card,Completed,Mobile App
O002789,2024-03-31,C02689,P024,Hair Oil Argan,Beauty,2,27.99,55.98,16,10.74,Credit Card,Completed,Mobile App
O002790,2024-03-31,C02881,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,7.52,Credit Card,Returned,Website
O002791,2024-03-31,C01567,P008,Denim Jeans Classic,Clothing,1,59.99,59.99,22,7.86,PayPal,Completed,Instagram
O002792,2024-03-31,C01912,P018,Water Bottle 32oz,Sports,1,24.99,24.99,7,6.62,Credit Card,Completed,Website
O002793,2024-03-31,C02816,P014,Wall Clock Modern,Home & Garden,1,34.99,34.99,13,13.09,Credit Card,Completed,Mobile App
O002794,2024-03-31,C00151,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,10.82,PayPal,Completed,Mobile App
O002795,2024-03-31,C00896,P020,Jump Rope Pro,Sports,1,19.99,19.99,6,11.69,PayPal,Completed,Mobile App
O002796,2024-03-31,C02437,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,13.1,Credit Card,Completed,Facebook Shop
O002797,2024-03-31,C01706,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,8.6,PayPal,Completed,Instagram
O002798,2024-03-31,C01477,P013,Plant Pot Ceramic 3pc,Home & Garden,1,29.99,29.99,11,10.47,Debit Card,Completed,Website
O002799,2024-03-31,C01554,P021,Face Serum Vitamin C,Beauty,2,39.99,79.98,24,6.85,PayPal,Completed,Facebook Shop
O002800,2024-03-31,C02767,P001,Wireless Headphones Pro,Electronics,1,89.99,89.99,45,14.11,Credit Card,Completed,Website
O002801,2024-04-01,C00902,P010,Hoodie Comfort,Clothing,1,49.99,49.99,18,13.32,PayPal,Completed,Mobile App
O002802,2024-04-01,C01275,P019,Foam Roller,Sports,2,32.99,65.98,22,9.74,PayPal,Completed,Website
O002803,2024-04-01,C02891,P015,Garden Tool Set 5pc,Home & Garden,2,44.99,89.98,38,11.18,Credit Card,Completed,Instagram
O002804,2024-04-01,C01252,P018,Water Bottle 32oz,Sports,3,24.99,74.97,21,6.38,Credit Card,Completed,Facebook Shop
O002805,2024-04-01,C00314,P017,Resistance Bands Set,Sports,1,29.99,29.99,9,9.28,PayPal,Completed,Mobile App
O002806,2024-04-01,C00761,P022,Moisturizer Daily,Beauty,2,34.99,69.98,20,5.71,PayPal,Completed,Website
O002807,2024-04-01,C02838,P003,Bluetooth Speaker Mini,Electronics,1,49.99,49.99,25,12.82,Credit Card,Completed,Mobile App
O002808,2024-04-01,C01327,P009,Running Shorts Sport,Clothing,2,34.99,69.98,24,6.18,Credit Card,Completed,Website
O002809,2024-04-01,C00057,P016,Yoga Mat Premium,Sports,1,44.99,44.99,15,11.01,PayPal,Completed,Mobile App
O002810,2024-04-01,C00436,P017,Resistance Bands Set,Sports,2,29.99,59.98,18,7.24,PayPal,Completed,Instagram
O002811,2024-04-01,C00201,P020,Jump Rope Pro,Sports,1,19.99,19.99,6,14.22,Credit Card,Completed,Instagram
O002812,2024-04-01,C01424,P025,Sunscreen SPF 50,Beauty,1,29.99,29.99,9,12.03,Credit Card,Completed,Instagram
O002813,2024-04-01,C02574,P009,Running Shorts Sport,Clothing,1,34.99,34.99,12,13.71,PayPal,Completed,Instagram
O002814,2024-04-01,C00992,P017,Resistance Bands Set,Sports,2,29.99,59.98,18,5.75,Credit Card,Completed,Instagram
O002815,2024-04-01,C01457,P013,Plant Pot Ceramic 3pc,Home & Garden,2,29.99,59.98,22,13.53,PayPal,Completed,Instagram
O002816,2024-04-01,C02371,P001,Wireless Headphones Pro,Electronics,2,89.99,179.98,90,10.0,Debit Card,Completed,Instagram
O002817,2024-04-01,C02742,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,5.57,PayPal,Completed,Website
O002818,2024-04-01,C00602,P004,Laptop Stand Aluminum,Electronics,1,39.99,39.99,18,6.11,Credit Card,Completed,Mobile App
O002819,2024-04-01,C00833,P023,Makeup Brush Set 12pc,Beauty,1,49.99,49.99,15,14.17,Credit Card,Completed,Mobile App
O002820,2024-04-01,C02702,P019,Foam Roller,Sports,1,32.99,32.99,11,5.3,PayPal,Completed,Instagram
O002821,2024-04-01,C00539,P016,Yoga Mat Premium,Sports,1,44.99,44.99,15,7.61,PayPal,Completed,Mobile App
O002822,2024-04-01,C00904,P022,Moisturizer Daily,Beauty,1,34.99,34.99,10,12.65,Credit Card,Completed,Instagram
O002823,2024-04-01,C01107,P003,Bluetooth Speaker Mini,Electronics,1,49.99,49.99,25,10.47,PayPal,Completed,Facebook Shop
O002824,2024-04-01,C01612,P024,Hair Oil Argan,Beauty,1,27.99,27.99,8,14.24,PayPal,Completed,Instagram
O002825,2024-04-01,C02266,P016,Yoga Mat Premium,Sports,2,44.99,89.98,30,13.78,Debit Card,Completed,Website
O002826,2024-04-01,C00707,P019,Foam Roller,Sports,1,32.99,32.99,11,5.73,Credit Card,Completed,Website
O002827,2024-04-01,C00915,P021,Face Serum Vitamin C,Beauty,1,39.99,39.99,12,14.04,Credit Card,Completed,Mobile App
O002828,2024-04-01,C01377,P019,Foam Roller,Sports,1,32.99,32.99,11,12.66,Debit Card,Completed,Website
O002829,2024-04-01,C01164,P011,Throw Pillow Set 2pc,Home & Garden,1,39.99,39.99,14,14.81,Credit Card,Completed,Website
O002830,2024-04-02,C01745,P026,Old Phone Case,Electronics,1,14.99,14.99,5,11.12,Credit Card,Completed,Website
